task_id	task_type	premise_type	premise	hypothesis	label
heatPotato-mxnx11k8-autogen_action-failed_c	heat potato	observation	Robot attempts to pick up potato. Robot sees potato is inside robot gripper, mug (filled with water and clean), faucet (turned off), mug is inside sink.	The robot failed to perform heat potato because it failed to execute (pick_up, Potato).	C
makeCoffee-jstgor4h-autogen_dropped_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink.	dropped mug while moving	N
boilWater-ec5mczyq-autogen_dropped_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink.	dropped pot while moving	N
heatPotato-7bjxu0l1-autogen_action-failed_e	heat potato	observation	Robot attempts to pick up potato. Robot sees nothing is inside robot gripper, faucet (turned off), potato is inside Drawer.	The robot failed to complete heat potato because it failed to execute (pick_up, Potato)	E
makeCoffee-8krjyn7d-autogen_blocking_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug.	mug is blocking remote control	N
cookEgg-3_gt_step_60_gt_exp	cook egg	plan	To cook egg, robot has this plan - move to fridge, open fridge, pick up egg, close fridge, move to first stove burner, toggle on first stove burner, move to pan, put egg on first countertop, pick up pan, move to first stove burner, put pan on first stove burner.	A potato is inside the pan at the beginning of the task execution, and the robot never removed it from the pan.	E
boilWater-5nhhreds-autogen_action-failed_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink.	The robot failed to perform boil water because it failed to execute (put_in, Pot, Sink).	N
makeCoffee-ht4sx29j-autogen_dropped_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink, move to coffee machine.	dropped mug while moving	N
boilWater-2xdjprwo-autogen_action-failed_e	boil water	observation	Robot attempts to pick up pot. Robot sees nothing is inside robot gripper, pot is on the left of SinkBasin.	The robot failed to complete boil water because it failed to execute (pick_up, Pot)	E
makeCoffee-449r8jms-autogen_blocking_e	make coffee	observation	Robot attempts to pick up mug. Robot sees faucet (turned off), nothing is inside robot gripper, mug is below sink.	sink is blocking mug	E
heatPotato-3_gt_step_37_gt_exp	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, move to plate, put potato on plate.	An apple is inside the plate already and the robot never removed it, as a result, the potato cannot be put on top of the plate due to limited plate.	E
boilWater-pjrikxv7-autogen_dropped_c	boil water	observation	Robot attempts to move to sink. Robot sees pot is inside robot gripper, laptop is on top of tv stand, television (turned off), laptop (closed and turned off), television is on top of tv stand, sink on the right of toilet, pot is on top of floor.	pot was dropped by the robot.	C
heatPotato-5ys0g7zv-autogen_wrong_order_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, turn on microwave.	The robot fails because it turn on microwave before doing - put plate on countertop	C
heatPotato-5_gt_step_43_gt_exp	heat potato	observation	Robot attempts to move to microwave. Robot sees plate is inside robot gripper.	The robot never opened the microwave, as a result, the plate cannot be put inside the microwave.	N
makeCoffee-3zl7i0sj-autogen_action-failed_e	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink, move to coffee machine, put mug in coffee machine, turn on coffee machine, turn off coffee machine.	The robot failed to perform make coffee because did not toggle_off coffee machine	N
heatPotato-hk0uf43a-autogen_dropped_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave.	The robot failed to do heat potato because it dropped plate while moving to microwave	N
makeCoffee-4_gt_step_18_gt_exp	make coffee	observation	Robot attempts to move to coffee machine. Robot sees mug is inside robot gripper, coffee machine (turned off).	The mug was already filled with water at the beginning of the task execution, and the robot never emptied it.	N
boilWater-8ut16o35-autogen_blocking_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot.	The robot failed to perform (pick_up, Pot) because egg is blocking pot	N
boilWater-dc4lumlx-autogen_wrong_order_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot, move to stove burner, turn on second stove burner, put pot on fourth stove burner.	The robot fails because it turn on second stove burner before doing - put pot on fourth stove burner	E
heatPotato-xhycmpwa-autogen_missing_c	heat potato	observation	Robot attempts to put plate on countertop. Robot sees television (turned off), television is on top of tv stand, television is on the left of garbage can, laptop (closed and turned off), countertop is on the left of potato.	The robot failed because the step of pick up plate is missing before put plate on countertop	N
boilWater-ok66gbx6-autogen_blocking_e	boil water	observation	Robot attempts to pick up pot. Robot sees nothing is inside robot gripper, pot is below coffee machine.	coffee machine is blocking pot	E
boilWater-od42x2r4-autogen_wrong_order_e	boil water	plan	To boil water, robot has this plan - pick up pot, move to pot.	The robot fails because it pick up pot before doing - move to pot	E
boilWater-6f2xev7n-autogen_wrong_order_c	boil water	observation	Robot attempts to turn on faucet. Robot sees egg (not sliced and not cracked), egg is on top of second countertop, faucet (turned on).	Wrong plan - put pot in sink after turn on faucet	N
boilWater-7imwlf1t-autogen_missing_c	boil water	observation	Robot attempts to put pot on fourth stove burner. Robot sees egg is below microwave, egg (not sliced and not cracked), egg is on top of first countertop, fourth stove burner is on the right of tomato.	The robot can't put pot on fourth stove burner without doing pick up pot before.	N
heatPotato-ua4ne4mv-autogen_action-failed_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, open microwave.	The robot failed to perform heat potato because it failed to execute (open_obj, Microwave).	N
makeCoffee-8_gt_step_18_gt_exp	make coffee	observation	Robot attempts to move to coffee machine. Robot sees mug is inside robot gripper, coffee machine (turned off).	The mug is dirty at the beginning of the task execution, and the robot never cleaned the mug.	N
heatPotato-3yzng23c-autogen_blocking_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate.	sink is blocking plate	N
heatPotato-qn3dvruw-autogen_wrong_order_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, open microwave, pick up plate, put plate in microwave, turn on microwave, close microwave.	Wrong plan - close microwave after turn on microwave	E
makeCoffee-y469dqfv-autogen_action-failed_e	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink.	The robot failed to complete make coffee because it failed to execute (pour, Mug, Sink)	N
makeCoffee-8ltiaezq-autogen_missing_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink, move to coffee machine, put mug in coffee machine, turn on coffee machine, turn off coffee machine, pick up mug, put mug on countertop.	The robot failed because the step of pick up mug is missing before put mug on countertop	C
boilWater-3t263myu-autogen_dropped_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot, move to fourth stove burner.	dropped pot while moving	N
boilWater-c9qk9mki-autogen_wrong_order_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, turn on faucet, put pot in sink.	The robot fails because it turn on faucet before doing - put pot in sink	E
heatPotato-2_gt_step_115_gt_exp	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, move to plate, put potato on plate, pick up plate, move to microwave, move to countertop, put plate on first countertop, move to microwave, open microwave, move to plate, pick up plate, move to microwave, put plate in microwave.	A bowl is already inside the microwave, as a result, the plate cannot be put inside the microwave due to limited space.	N
boilWater-v7bgrxbf-autogen_blocking_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot.	coffee machine is blocking pot	N
heatPotato-ypjdm32a-autogen_wrong_order_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, turn on microwave, pick up plate, open microwave.	Wrong plan - open microwave after pick up plate	E
toastBread-a0edzvxh-autogen_blocking_c	toast bread	observation	Robot attempts to pick up bread slice. Robot sees fridge (closed), bowl is inside fridge, nothing is inside robot gripper, fridge is below bread slice.	The robot failed to perform (pick_up, BreadSliced) because fridge is blocking bread slice	C
boilWater-k71wc333-autogen_dropped_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink.	pot was dropped by the robot.	N
boilWater-izwmj91z-autogen_action-failed_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot.	The robot failed to perform boil water because it failed to execute (pick_up, Pot).	N
makeCoffee-4_gt_step_17_gt_exp	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug.	The mug was already filled with water at the beginning of the task execution, and the robot never emptied it.	E
boilWater-z994vvqn-autogen_missing_e	boil water	observation	Robot attempts to put pot on fourth stove burner. Robot sees nothing is inside robot gripper, fourth stove burner is beside soap bar.	The robot failed because the step of pick up pot is missing before put pot on fourth stove burner	E
makeCoffee-kwykaa4c-autogen_action-failed_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug.	The robot failed to perform make coffee because it failed to execute (pick_up, Mug).	N
makeCoffee-pob0u50o-autogen_blocking_c	make coffee	observation	Robot attempts to pick up mug. Robot sees egg is on top of second countertop, pan is on the right of kettle, egg (not sliced and not cracked), pan (clean), pan is on top of first countertop, nothing is inside robot gripper, mug is below egg.	The robot failed to perform (pick_up, Mug) because mug is blocking egg	C
heatPotato-9shrnor3-autogen_wrong_order_c	heat potato	observation	Robot attempts to pick up plate. Robot sees plate is inside robot gripper, laptop (closed and turned off), television (turned off), television is on the left of garbage can, television is on top of tv stand.	Wrong plan - put potato on plate after pick up plate	N
makeCoffee-slshji5o-autogen_action-failed_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink, move to coffee machine, put mug in coffee machine, turn on coffee machine, turn off coffee machine.	The robot failed to perform make coffee because did not toggle_off coffee machine	N
toastBread-3g8ufp5e-autogen_action-failed_c	toast bread	plan	To toast bread, robot has this plan - move to knife, pick up knife, move to bread, slice bread, put knife on second countertop, pick up bread slice, move to toaster, put bread slice in toaster.	The robot failed to perform toast bread because did not put_in bread slice	N
toastBread-xd8s7wky-autogen_blocking_e	toast bread	observation	Robot attempts to pick up knife. Robot sees nothing is inside robot gripper, pan is on the left of tomato, pan is on top of first countertop, pan (clean), knife is below pan.	The robot failed to perform (pick_up, Knife) because pan is blocking knife	E
boilWater-d5m83lrl-autogen_missing_e	boil water	observation	Robot attempts to put pot on fourth stove burner. Robot sees nothing is inside robot gripper, fourth stove burner is beside teddybear.	The robot failed because the step of pick up pot is missing before put pot on fourth stove burner	E
boilWater-93we3svu-autogen_blocking_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot.	Robot could not pick up pot because egg is blocking pot	N
heatPotato-49kgl8kq-autogen_dropped_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave.	dropped plate while moving	N
boilWater-d02j70g6-autogen_dropped_e	boil water	observation	Robot attempts to move to sink. Robot sees nothing is inside robot gripper, egg is on top of first countertop, egg is below microwave, egg (not sliced and not cracked), sink on the right of cup.	Robot failed to keep pot in the gripper while moving to sink.	E
heatPotato-3sz6e1cc-autogen_missing_e	heat potato	plan	To heat potato, robot has this plan - move to potato, put potato on plate.	The robot failed because there is no pick up potato action in the plan before put potato on plate.	E
boilWater-ghis3m50-autogen_dropped_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot, move to stove burner.	dropped pot while moving	N
boilWater-g3i2yqo5-autogen_dropped_c	boil water	observation	Robot attempts to move to sink. Robot sees pot is inside robot gripper, fridge (closed), sink beside cabinet.	pot was dropped by the robot.	C
boilWater-hwe5y4fk-autogen_action-failed_e	boil water	observation	Robot attempts to pick up pot. Robot sees nothing is inside robot gripper, faucet (turned off), pot is on top of Dresser.	The robot failed to perform boil water because did not pick_up pot	E
heatPotato-bcxr0dtd-autogen_missing_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, move to microwave, put plate on countertop.	The robot failed because the step of pick up plate is missing before put plate on countertop	E
toastBread-23b2stn1-autogen_blocking_e	toast bread	plan	To toast bread, robot has this plan - move to knife, pick up knife, move to bread, slice bread, put knife on second countertop, pick up bread slice.	Robot could not pick up bread slice because fridge is blocking bread slice	N
boilWater-z994vvqn-autogen_missing_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, move to stove burner, put pot on fourth stove burner.	The robot failed because the step of pick up pot is missing before put pot on fourth stove burner	E
boilWater-8emzrg4p-autogen_missing_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, move to stove burner, put pot on fourth stove burner.	The robot failed because there is no pick up pot action in the plan before put pot on fourth stove burner.	E
heatPotato-dvvu3fuj-autogen_dropped_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave.	The robot failed to do heat potato because it dropped plate while moving to microwave	N
makeCoffee-wnf6a5g9-autogen_blocking_e	make coffee	observation	Robot attempts to pick up mug. Robot sees potato is on top of second countertop, nothing is inside robot gripper, potato is on top of mug.	mug is being blocked by potato	E
boilWater-sw4hqghb-autogen_wrong_order_c	boil water	observation	Robot attempts to move to fourth stove burner. Robot sees fourth stove burner.	The robot fails because it move to fourth stove burner before doing - pick up pot	N
heatPotato-ru79vs9b-autogen_missing_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, open microwave, pick up plate, put plate in microwave, turn on microwave.	The robot failed because there is no close microwave action in the plan before turn on microwave.	E
heatPotato-r2dfnlsx-autogen_wrong_order_e	heat potato	observation	Robot attempts to open microwave. Robot sees pot (empty and clean), pan is on top of pot, pot is on the left of potato, pot is on top of third countertop, microwave (open).	Wrong plan - open microwave after pick up plate	N
makeCoffee-4v3aipq3-autogen_action-failed_e	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink, move to coffee machine, put mug in coffee machine, turn on coffee machine, turn off coffee machine, pick up mug.	The robot failed to perform make coffee because it failed to execute (pick_up, Mug).	N
makeCoffee-4_gt_step_30_gt_exp	make coffee	observation	Robot attempts to put mug in coffee machine. Robot sees nothing is inside robot gripper, coffee machine (turned off), mug (filled with water and clean), mug is inside coffee machine, mug is on top of second countertop.	The mug was already filled with water at the beginning of the task execution, and the robot never emptied it.	E
boilWater-ajsx99zn-autogen_action-failed_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet.	The robot failed to complete boil water because it failed to execute (toggle_off, Faucet)	N
heatPotato-uds2jp0o-autogen_blocking_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato.	The robot failed to perform (pick_up, Potato) because tv stand is blocking potato	N
heatPotato-5derwxie-autogen_wrong_order_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, open microwave, pick up plate, put plate in microwave.	The robot fails because it put plate in microwave before doing - pick up plate	C
heatPotato-qn3dvruw-autogen_wrong_order_e	heat potato	observation	Robot attempts to close microwave. Robot sees egg (not sliced and not cracked), microwave (closed).	Wrong plan - close microwave after turn on microwave	N
makeCoffee-eflk6etm-autogen_missing_e	make coffee	observation	Robot attempts to put mug on sink. Robot sees nothing is inside robot gripper, television is on the left of garbage can, television (turned off), television is on top of tv stand, laptop (closed and turned off), sink is on the right of pepper shaker.	The robot can't put mug on sink without doing pick up mug before.	E
makeCoffee-0efp4pgb-autogen_missing_e	make coffee	observation	Robot attempts to put mug on sink. Robot sees nothing is inside robot gripper, sink is beside sink.	The robot can't put mug on sink without doing pick up mug before.	E
boilWater-8mfmj950-autogen_action-failed_c	boil water	observation	Robot attempts to turn off faucet. Robot sees pan (clean), microwave (closed and turned on), faucet (turned off).	The robot failed to perform boil water because did not toggle_off faucet	C
heatPotato-6zdxlwg2-autogen_missing_c	heat potato	observation	Robot attempts to put plate on countertop. Robot sees laptop is inside armchair, laptop (open and turned off), countertop is on the right of toilet paper.	The robot failed because the step of pick up plate is missing before put plate on countertop	N
heatPotato-dqn8cop0-autogen_blocking_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato.	The robot failed to perform (pick_up, Potato) because potato is blocking sink	N
heatPotato-a46eozpq-autogen_blocking_c	heat potato	observation	Robot attempts to pick up plate. Robot sees nothing is inside robot gripper, fridge (open), egg (not sliced and not cracked), fridge is below plate.	Robot could not pick up plate because fridge is blocking plate	C
boilWater-8tt9g224-autogen_blocking_e	boil water	observation	Robot attempts to pick up pot. Robot sees pot is on the left of potato, pan is on top of pot, nothing is inside robot gripper, pot (empty and clean), pot is on top of third countertop, pot is on top of pot.	Robot could not pick up pot because pot is blocking pot	E
boilWater-jx2dlw8d-autogen_action-failed_e	boil water	observation	Robot attempts to put pot in sink. Robot sees nothing is inside robot gripper, plate (clean), pot is on top of cart.	The robot failed to perform boil water because it failed to execute (put_in, Pot, Sink).	E
makeCoffee-6pste7ag-autogen_missing_c	make coffee	observation	Robot attempts to put mug on sink. Robot sees television is on top of tv stand, laptop (closed and turned off), television is on the left of garbage can, television (turned off), sink is on the left of garbage can.	The robot failed because there is no pick up mug action in the plan before put mug on sink.	N
boilWater-yxftwlb5-autogen_action-failed_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet.	The robot failed to perform boil water because it failed to execute (toggle_off, Faucet).	N
toastBread-9_gt_step_50_gt_exp	toast bread	observation	Robot attempts to put bread slice in toaster. Robot sees nothing is inside robot gripper, toaster (turned on), bread slice is on the right of salt shaker, bread slice is on the left of microwave, bread slice is on top of toaster, toaster is on the right of salt shaker, toaster is on the right of pepper shaker, toaster is on the left of microwave, toaster is on top of first countertop.	The robot toggled on the toaster before trying to put the bread slice inside the toaster. as a result, the bread slice ended up on top of the toaster instead of inside it.	E
makeCoffee-xe2cxib1-autogen_wrong_order_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink, move to coffee machine, put mug in coffee machine.	Wrong plan - move to coffee machine after put mug in coffee machine	C
toastBread-bqxeylv0-autogen_wrong_order_c	toast bread	plan	To toast bread, robot has this plan - move to knife, pick up knife, move to bread, slice bread, put knife on second countertop.	Wrong plan - slice bread after put knife on second countertop	C
boilWater-jekww0tc-autogen_action-failed_e	boil water	observation	Robot attempts to pick up pot. Robot sees nothing is inside robot gripper, television is on top of tv stand, laptop is on top of tv stand, laptop (closed and turned off), television (turned off), pot is on the left of BathtubBasin.	The robot failed to perform boil water because it failed to execute (pick_up, Pot).	E
makeCoffee-y7wr1fyn-autogen_missing_e	make coffee	observation	Robot attempts to put mug on sink. Robot sees nothing is inside robot gripper, plate (clean), sink is beside remote control.	Robot failed to execute - pick up mug) because it did not do put mug on sink before executing it.	E
heatPotato-38x6dvwn-autogen_action-failed_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate.	The robot failed to perform heat potato because did not pick_up plate	N
waterPlant-9_pred_step_39_reflect_exp	water plant	observation	Robot attempts to pour liquid from pot into house plant. Robot sees nothing is inside robot gripper, house plant (empty), pot (empty and clean), pot is on the right of potato, pot is on top of third countertop, house plant is on top of third countertop.	The robot failed to water the plant at 00:39 because it attempted to pour liquid from an empty pot into the house plant. the failure was caused by not refilling the pot with water after picking it up at 00:34.	C
boilWater-r7a0ao1q-autogen_dropped_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink.	Robot failed to keep pot in the gripper while moving to sink.	N
boilWater-b909xayi-autogen_blocking_c	boil water	observation	Robot attempts to pick up pot. Robot sees nothing is inside robot gripper, sink is on top of pot.	Robot could not pick up sink because pot is blocking sink	C
heatPotato-3_gt_step_40_gt_exp	heat potato	observation	Robot attempts to pick up plate. Robot sees plate is inside robot gripper, plate (clean).	An apple is inside the plate already and the robot never removed it, as a result, the potato cannot be put on top of the plate due to limited plate.	N
heatPotato-5_gt_step_42_gt_exp	heat potato	observation	Robot attempts to pick up plate. Robot sees plate is inside robot gripper, plate (clean), potato is on top of plate.	The robot never opened the microwave, as a result, the plate cannot be put inside the microwave.	N
cookEgg-9_gt_step_44_gt_exp	cook egg	plan	To cook egg, robot has this plan - move to fridge, open fridge, pick up egg, close fridge, move to first stove burner, toggle on first stove burner, move to pan, pick up pan.	The robot did not put down the egg in its gripper before trying to pick up the pan.	E
makeCoffee-5ozg90gp-autogen_wrong_order_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink.	The robot fails because it pour mug into sink before doing - pick up mug	C
boilWater-1152pnl1-autogen_dropped_c	boil water	observation	Robot attempts to move to fourth stove burner. Robot sees pot is inside robot gripper, faucet (turned off), fourth stove burner on the right of dresser.	The robot failed to do boil water because it dropped pot while moving to fourth stove burner	C
makeCoffee-qgvtf20a-autogen_wrong_order_e	make coffee	observation	Robot attempts to pour mug into sink. Robot sees pot (empty and clean), pan is on top of pot, pot is on the left of potato, pot is on top of third countertop, sink (filled with liquid).	Wrong plan - pour mug into sink after move to coffee machine	N
makeCoffee-nrk78wg9-autogen_wrong_order_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet.	Wrong plan - turn on faucet after turn off faucet	C
toastBread-ykn8mvqo-autogen_wrong_order_e	toast bread	plan	To toast bread, robot has this plan - move to knife, pick up knife, move to bread, put knife on second countertop, slice bread.	Wrong plan - slice bread after put knife on second countertop	E
boilWater-9z47a4lm-autogen_wrong_order_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, turn on faucet, put pot in sink.	The robot fails because it turn on faucet before doing - put pot in sink	E
makeCoffee-xnthvafm-autogen_wrong_order_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet.	The robot fails because it turn on faucet before doing - put mug on sink	C
makeCoffee-jtm7frvn-autogen_action-failed_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink, move to coffee machine, put mug in coffee machine, turn on coffee machine, turn off coffee machine.	The robot failed to perform make coffee because did not toggle_off coffee machine	N
makeCoffee-46f7r4jf-autogen_action-failed_e	make coffee	observation	Robot attempts to turn off coffee machine. Robot sees faucet (turned off), mug (filled with water and clean), mug is inside sink, coffee machine (turned on).	The robot failed to perform make coffee because it failed to execute (toggle_off, CoffeeMachine).	E
heatPotato-2ejx3xef-autogen_wrong_order_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate.	The robot fails because it put potato on plate before doing - pick up potato	C
heatPotato-zuuaelwn-autogen_missing_e	heat potato	plan	To heat potato, robot has this plan - move to potato, put potato on plate.	The robot failed because the step of pick up potato is missing before put potato on plate	E
heatPotato-985o2raw-autogen_wrong_order_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, turn on microwave, open microwave, pick up plate.	Wrong plan - open microwave after pick up plate	C
boilWater-8wpylev6-autogen_wrong_order_e	boil water	plan	To boil water, robot has this plan - pick up pot, move to pot.	The robot fails because it pick up pot before doing - move to pot	E
boilWater-b524jxd3-autogen_blocking_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot.	pot is being blocked by coffee machine	N
boilWater-34lo0ysk-autogen_action-failed_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot.	The robot failed to perform boil water because did not pick_up pot	N
heatPotato-k1tupzg4-autogen_blocking_e	heat potato	observation	Robot attempts to pick up plate. Robot sees mug is on the right of spatula, faucet (turned off), mug is on the left of kettle, plate is on top of sink, mug is on the left of dish sponge, mug is inside sink, nothing is inside robot gripper, mug (empty and clean), mug is on the right of plate, spatula is on top of sink, plate is below mug.	mug is blocking plate	E
boilWater-7g7u6f9k-autogen_wrong_order_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot.	Wrong plan - turn off faucet after pick up pot	C
waterPlant-8_gt_step_26_reflect_exp	water plant	plan	To water plant, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, toggle on faucet.	The failure at 00:26 occurred because the robot did not successfully turn on the faucet to water the plant. the robot was unable to complete the task due to the faucet remaining turned off.	N
makeCoffee-xvzxt08l-autogen_missing_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink, move to coffee machine, put mug in coffee machine, turn on coffee machine, turn off coffee machine, pick up mug, put mug on countertop.	The robot can't put mug on countertop without doing pick up mug before.	C
boilWater-wxaqt5rc-autogen_blocking_e	boil water	observation	Robot attempts to pick up pot. Robot sees nothing is inside robot gripper, pot is below coffee machine.	pot is being blocked by coffee machine	E
boilWater-93we3svu-autogen_blocking_c	boil water	observation	Robot attempts to pick up pot. Robot sees nothing is inside robot gripper, egg is on top of second countertop, egg (not sliced and not cracked), egg is below pot.	Robot could not pick up pot because egg is blocking pot	C
boilWater-u8nwl2v9-autogen_blocking_e	boil water	observation	Robot attempts to pick up pot. Robot sees nothing is inside robot gripper, fridge (closed), pot is below fridge.	pot is being blocked by fridge	E
waterPlant-8_gt_step_26_gt_exp	water plant	plan	To water plant, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, toggle on faucet.	Failed to successfully execute (toggle_on, faucet)	N
heatPotato-u3z1ag51-autogen_missing_e	heat potato	plan	To heat potato, robot has this plan - move to potato, put potato on plate.	The robot failed because there is no pick up potato action in the plan before put potato on plate.	E
makeCoffee-1_gt_step_19_reflect_exp	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink.	The robot failed to put the mug on the sink. the failure was caused by dropping something, which could have been the mug, while moving to the sink.	N
toastBread-srlydl6i-autogen_dropped_e	toast bread	plan	To toast bread, robot has this plan - move to knife, pick up knife, move to bread, slice bread, put knife on second countertop, pick up bread slice, move to toaster.	dropped bread slice while moving	N
heatPotato-bowqx6np-autogen_blocking_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, turn on microwave, open microwave, pick up plate.	plate is being blocked by pan	N
boilWater-l0vdua23-autogen_dropped_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink.	Robot failed to keep pot in the gripper while moving to sink.	N
heatPotato-3fqdjxo0-autogen_wrong_order_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, open microwave, put plate in microwave, pick up plate.	Wrong plan - pick up plate after put plate in microwave	E
makeCoffee-lyqjzqz0-autogen_wrong_order_e	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pour mug into sink, pick up mug.	Wrong plan - pick up mug after pour mug into sink	E
boilWater-jbv02374-autogen_blocking_e	boil water	observation	Robot attempts to pick up pot. Robot sees potato is on top of pan, nothing is inside robot gripper, potato is on top of first countertop, pan (clean), pan is on top of first countertop, potato is on top of pot.	pot is being blocked by potato	E
